date,retweet_count,favorite_count,tweets_published,month,year
2016-04-02,114,511,1,APR,2016
2016-04-03,111,520,1,APR,2016
2016-04-04,1733,4586,7,APR,2016
2016-04-05,480,1576,3,APR,2016
2016-04-07,147,555,1,APR,2016
2016-04-08,203,711,1,APR,2016
2016-04-09,240,1285,1,APR,2016
2016-04-10,173,716,1,APR,2016
2016-04-11,155,639,1,APR,2016
2016-04-12,124,577,1,APR,2016
2016-04-13,160,600,1,APR,2016
2016-04-14,143,569,1,APR,2016
2016-04-15,142,622,1,APR,2016
2016-04-16,131,618,1,APR,2016
2016-04-17,129,594,1,APR,2016
2016-04-18,111,463,1,APR,2016
2016-04-19,132,481,1,APR,2016
2016-04-20,109,418,1,APR,2016
2016-04-22,113,386,1,APR,2016
2016-04-23,139,673,1,APR,2016
2016-04-24,133,593,1,APR,2016
2016-04-25,141,612,1,APR,2016
2016-04-26,153,559,1,APR,2016
2016-04-27,134,533,1,APR,2016
2016-04-28,177,554,1,APR,2016
2016-04-29,274,774,1,APR,2016
2016-05-01,201,703,1,MAY,2016
2016-05-03,58,291,1,MAY,2016
2016-05-04,363,743,1,MAY,2016
2016-05-05,301,1238,2,MAY,2016
2016-05-06,54,297,1,MAY,2016
2016-05-07,118,468,1,MAY,2016
2016-05-09,175,710,1,MAY,2016
2016-05-11,109,524,1,MAY,2016
2016-05-12,203,677,1,MAY,2016
2016-05-13,149,680,1,MAY,2016
2016-05-14,277,1248,2,MAY,2016
2016-05-15,156,624,1,MAY,2016
2016-05-17,178,703,1,MAY,2016
2016-05-18,98,369,1,MAY,2016
2016-05-19,132,544,1,MAY,2016
2016-05-20,203,817,1,MAY,2016
2016-05-23,119,502,1,MAY,2016
2016-05-24,128,530,1,MAY,2016
2016-05-25,151,738,1,MAY,2016
2016-05-26,170,655,1,MAY,2016
2016-05-27,114,517,1,MAY,2016
2016-05-28,186,706,1,MAY,2016
2016-05-30,196,715,1,MAY,2016
2016-05-31,113,514,1,MAY,2016
2016-06-01,168,696,2,JUN,2016
2016-06-02,152,620,1,JUN,2016
2016-06-06,101,385,1,JUN,2016
2016-06-07,131,468,2,JUN,2016
2016-06-08,127,595,1,JUN,2016
2016-06-09,155,711,1,JUN,2016
2016-06-10,75,317,1,JUN,2016
2016-06-17,163,626,1,JUN,2016
2016-06-18,144,617,1,JUN,2016
2016-06-20,255,882,2,JUN,2016
2016-06-21,332,1210,2,JUN,2016
2016-06-26,328,1210,2,JUN,2016
2016-06-27,175,609,1,JUN,2016
2016-06-29,161,578,1,JUN,2016
2016-07-01,133,533,1,JUL,2016
2016-07-02,165,626,1,JUL,2016
2016-07-03,561,1290,1,JUL,2016
2016-07-04,250,972,1,JUL,2016
2016-07-05,177,755,2,JUL,2016
2016-07-08,236,485,2,JUL,2016
2016-07-15,177,705,1,JUL,2016
2016-07-18,0,2,2,JUL,2016
2016-07-19,209,604,2,JUL,2016
2016-07-20,407,1240,2,JUL,2016
2016-07-21,486,1589,5,JUL,2016
2016-07-22,150,746,2,JUL,2016
2016-07-23,223,1081,8,JUL,2016
2016-07-24,2358,5393,5,JUL,2016
2016-07-25,634,1605,4,JUL,2016
2016-07-26,259,898,2,JUL,2016
2016-07-27,186,686,3,JUL,2016
2016-08-01,578,1939,2,AUG,2016
2016-08-02,42,250,1,AUG,2016
2016-08-04,116,483,1,AUG,2016
2016-08-08,307,1015,2,AUG,2016
2016-08-09,156,718,1,AUG,2016
2016-08-10,161,705,1,AUG,2016
2016-08-11,145,515,4,AUG,2016
2016-08-12,129,686,1,AUG,2016
2016-08-13,70,314,1,AUG,2016
2016-08-15,145,713,1,AUG,2016
2016-08-16,115,579,1,AUG,2016
2016-08-17,165,678,1,AUG,2016
2016-08-18,133,548,1,AUG,2016
2016-08-19,117,598,1,AUG,2016
2016-08-20,147,661,1,AUG,2016
2016-08-22,246,1020,1,AUG,2016
2016-08-23,118,348,1,AUG,2016
2016-08-25,165,803,1,AUG,2016
2016-08-26,296,1041,1,AUG,2016
2016-08-27,205,967,1,AUG,2016
2016-08-30,273,1157,2,AUG,2016
2016-08-31,180,670,1,AUG,2016
2016-09-01,102,535,1,SEP,2016
2016-09-02,267,825,1,SEP,2016
2016-09-03,178,934,1,SEP,2016
2016-09-04,193,834,1,SEP,2016
2016-09-05,168,726,1,SEP,2016
2016-09-06,134,667,1,SEP,2016
2016-09-08,143,730,1,SEP,2016
2016-09-09,172,774,1,SEP,2016
2016-09-10,131,686,1,SEP,2016
2016-09-12,171,690,3,SEP,2016
2016-09-13,201,731,1,SEP,2016
2016-09-14,178,681,1,SEP,2016
2016-09-16,137,662,1,SEP,2016
2016-09-17,184,743,1,SEP,2016
2016-09-18,170,643,1,SEP,2016
2016-09-19,156,631,1,SEP,2016
2016-09-21,140,616,1,SEP,2016
2016-09-23,113,581,2,SEP,2016
2016-09-25,226,919,1,SEP,2016
2016-09-26,707,1767,3,SEP,2016
2016-09-27,224,676,3,SEP,2016
2016-09-28,80,271,1,SEP,2016
2016-09-29,469,1349,2,SEP,2016
2016-09-30,336,1130,2,SEP,2016
2016-10-01,341,1240,2,OCT,2016
2016-10-02,40,269,1,OCT,2016
2016-10-04,227,752,1,OCT,2016
2016-10-07,394,1187,2,OCT,2016
2016-10-09,56,263,1,OCT,2016
2016-10-13,155,546,1,OCT,2016
2016-10-16,163,540,1,OCT,2016
2016-10-17,141,459,1,OCT,2016
2016-10-18,256,960,3,OCT,2016
2016-10-19,263,695,1,OCT,2016
2016-10-20,51,250,4,OCT,2016
2016-10-21,162,521,1,OCT,2016
2016-10-22,203,791,2,OCT,2016
2016-10-24,63,322,1,OCT,2016
2016-10-25,120,691,1,OCT,2016
2016-10-26,89,513,1,OCT,2016
2016-10-27,342,1290,2,OCT,2016
2016-10-28,151,703,3,OCT,2016
2016-10-29,1276,3131,1,OCT,2016
2016-10-30,96,501,1,OCT,2016
2016-10-31,617,1568,2,OCT,2016
2016-11-01,46,335,1,NOV,2016
2016-11-02,276,854,1,NOV,2016
2016-11-03,567,2382,2,NOV,2016
2016-11-04,229,1142,1,NOV,2016
2016-11-07,2540,6979,3,NOV,2016
2016-11-08,634,2071,4,NOV,2016
2016-11-10,88,590,1,NOV,2016
2016-11-11,152,730,1,NOV,2016
2016-11-13,117,647,1,NOV,2016
2016-11-14,55,248,1,NOV,2016
2016-11-15,236,1157,1,NOV,2016
2016-11-16,44,263,1,NOV,2016
2016-11-17,93,588,1,NOV,2016
2016-11-18,127,663,1,NOV,2016
2016-11-21,76,404,2,NOV,2016
2016-11-23,133,866,1,NOV,2016
2016-11-24,234,1064,1,NOV,2016
2016-11-25,134,753,4,NOV,2016
2016-11-26,196,834,1,NOV,2016
2016-11-28,147,616,2,NOV,2016
2016-11-29,277,1195,7,NOV,2016
2016-11-30,89,371,1,NOV,2016
2016-12-01,85,396,1,DEC,2016
2016-12-02,259,1139,9,DEC,2016
2016-12-03,157,635,2,DEC,2016
2016-12-04,391,1389,5,DEC,2016
2016-12-05,98,491,2,DEC,2016
2016-12-06,203,634,1,DEC,2016
2016-12-07,274,941,1,DEC,2016
2016-12-08,192,672,1,DEC,2016
2016-12-09,259,1108,2,DEC,2016
2016-12-10,225,825,2,DEC,2016
2016-12-11,40,158,2,DEC,2016
2016-12-12,247,1091,3,DEC,2016
2016-12-13,228,1010,2,DEC,2016
2016-12-15,51,330,1,DEC,2016
2016-12-16,147,633,2,DEC,2016
2016-12-17,140,566,1,DEC,2016
2016-12-19,102,508,1,DEC,2016
2016-12-20,213,713,1,DEC,2016
2016-12-21,122,624,2,DEC,2016
2016-12-22,167,607,2,DEC,2016
2016-12-23,121,464,1,DEC,2016
2016-12-24,272,1066,4,DEC,2016
2016-12-25,304,1130,2,DEC,2016
2016-12-31,145,663,1,DEC,2016
2017-01-01,349,1219,2,JAN,2017
2017-01-02,107,654,1,JAN,2017
2017-01-05,169,762,1,JAN,2017
2017-01-08,110,752,1,JAN,2017
2017-01-09,150,705,1,JAN,2017
2017-01-11,126,642,1,JAN,2017
2017-01-12,133,705,1,JAN,2017
2017-01-13,182,944,1,JAN,2017
2017-01-14,195,1036,1,JAN,2017
2017-01-15,180,975,1,JAN,2017
2017-01-17,53,259,1,JAN,2017
2017-01-23,217,1041,1,JAN,2017
2017-01-24,140,854,1,JAN,2017
2017-01-25,193,1040,1,JAN,2017
2017-01-26,205,966,1,JAN,2017
2017-01-27,246,1312,1,JAN,2017
2017-01-31,274,1452,3,JAN,2017
2017-02-01,178,1027,3,FEB,2017
2017-02-03,147,828,1,FEB,2017
2017-02-04,274,1473,1,FEB,2017
2017-02-05,425,1841,2,FEB,2017
2017-02-06,247,1544,1,FEB,2017
2017-02-08,172,999,1,FEB,2017
2017-02-09,34,183,1,FEB,2017
2017-02-10,212,1179,1,FEB,2017
2017-02-11,684,2714,1,FEB,2017
2017-02-12,58,278,1,FEB,2017
2017-02-13,202,952,1,FEB,2017
2017-02-14,82,464,1,FEB,2017
2017-02-15,180,923,1,FEB,2017
2017-02-17,454,1178,2,FEB,2017
2017-02-18,0,15,1,FEB,2017
2017-02-20,1185,5796,8,FEB,2017
2017-02-21,68,266,1,FEB,2017
2017-02-22,231,1108,1,FEB,2017
2017-02-24,64,618,2,FEB,2017
2017-02-25,196,1443,1,FEB,2017
2017-02-26,334,1489,1,FEB,2017
2017-02-27,138,812,1,FEB,2017
2017-03-01,181,977,1,MAR,2017
2017-03-03,186,1031,3,MAR,2017
2017-03-04,201,1298,1,MAR,2017
2017-03-07,172,1049,2,MAR,2017
2017-03-08,199,1241,1,MAR,2017
2017-03-09,76,392,1,MAR,2017
2017-03-10,96,467,1,MAR,2017
2017-03-11,166,1004,3,MAR,2017
2017-03-15,63,483,1,MAR,2017
2017-03-17,220,1155,1,MAR,2017
2017-03-19,171,1102,1,MAR,2017
2017-03-20,225,1242,1,MAR,2017
2017-03-21,166,1040,1,MAR,2017
2017-03-22,216,1292,1,MAR,2017
2017-03-23,376,1743,2,MAR,2017
2017-03-24,200,1191,1,MAR,2017
2017-03-25,171,1081,1,MAR,2017
2017-03-26,176,1061,1,MAR,2017
2017-03-27,136,936,1,MAR,2017
2017-03-29,114,903,1,MAR,2017
2017-03-30,184,1148,1,MAR,2017
2017-03-31,38,292,1,MAR,2017
2017-04-01,519,3698,3,APR,2017
2017-04-02,161,1075,1,APR,2017
2017-04-04,1109,4466,3,APR,2017
2017-04-07,191,981,1,APR,2017
2017-04-08,306,1544,1,APR,2017
2017-04-10,246,1055,1,APR,2017
2017-04-11,159,950,1,APR,2017
2017-04-12,57,394,3,APR,2017
2017-04-14,300,1303,1,APR,2017
2017-04-15,61,431,1,APR,2017
2017-04-16,356,1646,1,APR,2017
2017-04-18,270,1287,1,APR,2017
2017-04-21,227,1417,1,APR,2017
2017-04-23,184,1172,1,APR,2017
2017-04-24,158,947,1,APR,2017
2017-04-25,196,1357,1,APR,2017
2017-04-28,152,1100,1,APR,2017
2017-04-29,200,1355,1,APR,2017
2017-05-01,162,1059,1,MAY,2017
2017-05-02,184,1038,1,MAY,2017
2017-05-03,151,653,1,MAY,2017
2017-05-04,538,1499,1,MAY,2017
2017-05-05,203,1075,1,MAY,2017
2017-05-06,171,909,1,MAY,2017
2017-05-07,183,901,1,MAY,2017
2017-05-09,173,1171,1,MAY,2017
2017-05-10,235,1297,1,MAY,2017
2017-05-11,215,1230,1,MAY,2017
2017-05-12,312,2140,2,MAY,2017
2017-05-14,66,429,1,MAY,2017
2017-05-15,173,1282,1,MAY,2017
2017-05-17,184,1233,1,MAY,2017
2017-05-19,199,1265,1,MAY,2017
2017-05-21,195,1310,1,MAY,2017
2017-05-24,270,1812,1,MAY,2017
2017-05-26,194,1424,1,MAY,2017
2017-05-27,200,1339,1,MAY,2017
2017-05-28,146,961,1,MAY,2017
2017-05-29,240,1460,1,MAY,2017
2017-05-31,85,658,1,MAY,2017
2017-06-02,62,489,1,JUN,2017
2017-06-03,223,1562,1,JUN,2017
2017-06-04,274,1466,1,JUN,2017
2017-06-05,232,1528,1,JUN,2017
2017-06-06,230,1594,1,JUN,2017
2017-06-08,198,1392,1,JUN,2017
2017-06-09,100,692,2,JUN,2017
2017-06-10,200,1409,2,JUN,2017
2017-06-13,303,1881,1,JUN,2017
2017-06-15,213,1516,1,JUN,2017
2017-06-16,210,1458,1,JUN,2017
2017-06-17,50,430,1,JUN,2017
2017-06-18,58,593,1,JUN,2017
2017-06-20,370,2496,2,JUN,2017
2017-06-21,59,473,1,JUN,2017
2017-06-22,323,2071,1,JUN,2017
2017-06-23,179,1218,1,JUN,2017
2017-06-24,155,1300,1,JUN,2017
2017-06-25,221,1564,1,JUN,2017
2017-06-28,208,1289,1,JUN,2017
2017-06-29,103,537,1,JUN,2017
2017-06-30,257,1497,1,JUN,2017
2017-07-01,188,1489,1,JUL,2017
2017-07-03,192,1314,1,JUL,2017
2017-07-04,536,2815,2,JUL,2017
2017-07-07,210,1480,1,JUL,2017
2017-07-08,132,940,1,JUL,2017
2017-07-11,217,1192,1,JUL,2017
2017-07-12,143,837,1,JUL,2017
2017-07-13,186,1372,1,JUL,2017
2017-07-14,258,1551,1,JUL,2017
2017-07-16,3067,10040,1,JUL,2017
2017-07-17,284,1278,2,JUL,2017
2017-07-18,327,2054,2,JUL,2017
2017-07-19,100,683,1,JUL,2017
2017-07-20,255,1100,1,JUL,2017
2017-07-21,119,563,1,JUL,2017
2017-07-22,104,581,1,JUL,2017
2017-07-24,82,547,1,JUL,2017
2017-07-25,209,1420,1,JUL,2017
2017-07-27,166,826,1,JUL,2017
2017-07-28,83,697,1,JUL,2017
2017-07-29,131,749,7,JUL,2017
2017-07-30,71,465,1,JUL,2017
2017-07-31,6,8,2,JUL,2017
2017-08-01,114,645,1,AUG,2017
2017-08-02,267,946,3,AUG,2017
2017-08-03,0,16,2,AUG,2017
2017-08-04,213,1374,1,AUG,2017
2017-08-06,64,410,2,AUG,2017
2017-08-08,2760,2809,1,AUG,2017
2017-08-09,207,1380,1,AUG,2017
2017-08-10,216,1310,2,AUG,2017
2017-08-11,149,949,1,AUG,2017
2017-08-15,442,1426,1,AUG,2017
2017-08-16,59,346,1,AUG,2017
2017-08-18,234,1558,1,AUG,2017
2017-08-19,204,1458,1,AUG,2017
2017-08-21,520,1840,1,AUG,2017
2017-08-23,70,367,2,AUG,2017
2017-08-24,239,1512,2,AUG,2017
2017-08-26,286,1709,1,AUG,2017
2017-08-31,279,992,1,AUG,2017
2017-09-01,62,473,1,SEP,2017
2017-09-03,281,1913,1,SEP,2017
2017-09-06,76,406,1,SEP,2017
2017-09-08,142,586,1,SEP,2017
2017-09-09,228,1798,1,SEP,2017
2017-09-13,303,1819,1,SEP,2017
2017-09-15,206,1557,1,SEP,2017
2017-09-16,136,813,1,SEP,2017
2017-09-18,304,1740,1,SEP,2017
2017-09-20,299,1774,1,SEP,2017
2017-09-22,79,391,1,SEP,2017
2017-09-25,93,387,1,SEP,2017
2017-09-26,335,1412,2,SEP,2017
2017-09-27,88,460,1,SEP,2017
2017-09-29,240,1643,2,SEP,2017
2017-09-30,4,25,1,SEP,2017
2017-10-01,354,1868,1,OCT,2017
2017-10-04,50,312,1,OCT,2017
2017-10-05,72,346,1,OCT,2017
2017-10-07,309,1940,1,OCT,2017
2017-10-10,408,1894,1,OCT,2017
2017-10-12,202,1456,1,OCT,2017
2017-10-13,48,209,1,OCT,2017
2017-10-14,243,1556,1,OCT,2017
2017-10-19,62,414,1,OCT,2017
2017-10-20,210,1417,1,OCT,2017
2017-10-21,41,210,1,OCT,2017
2017-10-23,55,343,1,OCT,2017
2017-10-24,60,358,1,OCT,2017
2017-10-25,199,1288,1,OCT,2017
2017-10-26,260,1571,1,OCT,2017
2017-10-27,98,634,1,OCT,2017
2017-10-28,33,250,1,OCT,2017
2017-10-29,466,2231,2,OCT,2017
2017-10-31,3052,4805,4,OCT,2017
2017-11-01,267,1974,1,NOV,2017
2017-11-05,161,1216,1,NOV,2017
2017-11-08,46,334,1,NOV,2017
2017-11-10,639,2754,2,NOV,2017
2017-11-13,59,458,1,NOV,2017
2017-11-14,149,1023,1,NOV,2017
2017-11-16,71,374,1,NOV,2017
2017-11-17,127,846,1,NOV,2017
2017-11-19,233,1463,1,NOV,2017
2017-11-20,203,1463,1,NOV,2017
2017-11-21,291,1571,2,NOV,2017
2017-11-22,92,537,2,NOV,2017
2017-11-23,166,927,2,NOV,2017
2017-11-24,48,266,3,NOV,2017
2017-11-26,238,1321,1,NOV,2017
2017-11-27,60,373,2,NOV,2017
2017-11-28,71,665,5,NOV,2017
2017-11-29,177,1088,1,NOV,2017
2017-11-30,51,370,1,NOV,2017
2017-12-01,254,986,1,DEC,2017
2017-12-02,509,1883,2,DEC,2017
2017-12-03,374,1571,2,DEC,2017
2017-12-04,57,399,1,DEC,2017
2017-12-05,2,31,1,DEC,2017
2017-12-06,319,1483,4,DEC,2017
2017-12-07,85,472,4,DEC,2017
2017-12-08,284,1273,3,DEC,2017
2017-12-09,190,986,2,DEC,2017
2017-12-11,239,1353,1,DEC,2017
2017-12-12,0,1,1,DEC,2017
2017-12-13,83,426,2,DEC,2017
2017-12-14,490,2089,2,DEC,2017
2017-12-15,73,354,1,DEC,2017
2017-12-18,183,900,2,DEC,2017
2017-12-19,41,254,1,DEC,2017
2017-12-20,271,1318,2,DEC,2017
2017-12-21,187,1109,2,DEC,2017
2017-12-22,174,943,1,DEC,2017
2017-12-23,86,445,1,DEC,2017
2017-12-24,341,1269,3,DEC,2017
2017-12-25,745,3388,5,DEC,2017
2017-12-30,193,1038,1,DEC,2017
2018-01-01,2166,1851,1,JAN,2018
2018-01-02,211,1130,3,JAN,2018
2018-01-04,2050,1171,1,JAN,2018
2018-01-05,1879,818,1,JAN,2018
2018-01-11,209,1281,1,JAN,2018
2018-01-12,155,805,1,JAN,2018
2018-01-15,202,1286,1,JAN,2018
2018-01-20,220,1511,1,JAN,2018
2018-01-24,171,1363,1,JAN,2018
2018-01-25,115,519,1,JAN,2018
2018-01-26,274,1604,2,JAN,2018
2018-01-27,233,1552,1,JAN,2018
2018-01-29,184,1223,1,JAN,2018
2018-02-01,252,1507,1,FEB,2018
2018-02-03,201,1089,1,FEB,2018
2018-02-04,365,1638,1,FEB,2018
2018-02-07,163,1041,1,FEB,2018
2018-02-09,101,561,1,FEB,2018
2018-02-10,175,1171,1,FEB,2018
2018-02-12,96,572,1,FEB,2018
2018-02-13,267,1253,2,FEB,2018
2018-02-14,861,2816,2,FEB,2018
2018-02-17,311,1976,1,FEB,2018
2018-02-19,280,1592,1,FEB,2018
2018-02-21,254,1267,1,FEB,2018
2018-02-22,322,2051,1,FEB,2018
2018-02-23,162,916,1,FEB,2018
2018-02-24,253,1826,1,FEB,2018
2018-02-28,202,1446,1,FEB,2018
2018-03-01,108,610,1,MAR,2018
2018-03-03,256,1760,1,MAR,2018
2018-03-04,521,2976,2,MAR,2018
2018-03-09,243,1530,1,MAR,2018
2018-03-10,251,1821,1,MAR,2018
2018-03-13,239,1323,1,MAR,2018
2018-03-16,314,930,1,MAR,2018
2018-03-17,592,2925,1,MAR,2018
2018-03-19,172,1318,1,MAR,2018
2018-03-20,249,1449,1,MAR,2018
2018-03-23,109,625,1,MAR,2018
2018-03-26,232,1038,1,MAR,2018
2018-03-29,86,575,1,MAR,2018
2018-03-30,184,1299,1,MAR,2018
2018-03-31,339,1781,1,MAR,2018
2018-04-01,312,1710,1,APR,2018
2018-04-03,119,684,1,APR,2018
2018-04-04,271,1520,4,APR,2018
2018-04-10,505,2775,1,APR,2018
2018-04-11,257,1549,1,APR,2018
2018-04-12,1,20,2,APR,2018
2018-04-15,213,1482,1,APR,2018
2018-04-18,74,307,1,APR,2018
2018-04-19,198,1300,1,APR,2018
2018-04-21,392,1821,1,APR,2018
2018-04-24,406,2114,1,APR,2018
2018-04-26,80,348,1,APR,2018
2018-04-28,386,2741,1,APR,2018
2018-04-29,244,1597,1,APR,2018
2018-05-04,322,1767,1,MAY,2018
2018-05-07,298,1809,1,MAY,2018
2018-05-09,292,1542,1,MAY,2018
2018-05-15,284,1779,1,MAY,2018
2018-05-17,64,308,2,MAY,2018
2018-05-20,21,130,1,MAY,2018
2018-05-22,204,1220,1,MAY,2018
2018-05-31,61,374,1,MAY,2018
2018-06-04,253,1604,1,JUN,2018
2018-06-09,230,1368,1,JUN,2018
2018-06-12,32,205,1,JUN,2018
2018-06-13,21,173,2,JUN,2018
2018-06-16,390,2618,1,JUN,2018
2018-06-20,81,409,3,JUN,2018
2018-06-21,331,2157,3,JUN,2018
2018-06-23,253,1826,2,JUN,2018
2018-06-26,159,998,1,JUN,2018
2018-06-29,248,1560,1,JUN,2018
2018-07-03,189,1279,1,JUL,2018
2018-07-04,537,2596,2,JUL,2018
2018-07-05,235,1669,1,JUL,2018
2018-07-08,282,1696,1,JUL,2018
2018-07-09,212,1465,1,JUL,2018
2018-07-10,47,248,1,JUL,2018
2018-07-11,231,1532,1,JUL,2018
2018-07-13,282,1909,1,JUL,2018
2018-07-17,356,2241,1,JUL,2018
2018-07-19,227,1623,1,JUL,2018
2018-07-21,725,3829,2,JUL,2018
2018-07-25,201,1015,1,JUL,2018
2018-07-27,304,1972,1,JUL,2018
2018-08-01,46,286,1,AUG,2018
2018-08-02,328,2269,1,AUG,2018
2018-08-05,250,1644,1,AUG,2018
2018-08-06,361,2067,1,AUG,2018
2018-08-08,162,888,3,AUG,2018
2018-08-10,76,474,3,AUG,2018
2018-08-11,135,1009,3,AUG,2018
2018-08-15,233,1432,1,AUG,2018
2018-08-17,128,858,1,AUG,2018
2018-08-18,165,1326,1,AUG,2018
2018-08-23,218,1676,1,AUG,2018
2018-08-24,42,275,1,AUG,2018
2018-08-27,285,1922,2,AUG,2018
2018-08-31,309,1942,1,AUG,2018
2018-09-04,347,1861,1,SEP,2018
2018-09-10,364,2067,1,SEP,2018
2018-09-13,57,319,1,SEP,2018
2018-09-21,147,1114,5,SEP,2018
2018-09-28,384,2589,1,SEP,2018
2018-10-01,363,1478,2,OCT,2018
2018-10-16,207,1033,1,OCT,2018
2018-10-17,249,1114,1,OCT,2018
2018-10-18,88,314,1,OCT,2018
2018-10-22,91,463,2,OCT,2018
2018-10-23,60,263,1,OCT,2018
2018-10-28,283,1445,1,OCT,2018
2018-10-29,257,1270,1,OCT,2018
2018-10-30,199,944,1,OCT,2018
2018-10-31,795,4916,3,OCT,2018
2018-11-01,35,230,1,NOV,2018
2018-11-02,51,238,1,NOV,2018
2018-11-03,32,190,1,NOV,2018
2018-11-07,96,437,1,NOV,2018
2018-11-08,185,772,1,NOV,2018
2018-11-10,280,2121,1,NOV,2018
2018-11-12,1264,5087,1,NOV,2018
2018-11-17,241,1694,1,NOV,2018
2018-11-19,75,439,1,NOV,2018
2018-11-21,136,690,1,NOV,2018
2018-11-22,477,2517,3,NOV,2018
2018-11-25,132,938,1,NOV,2018
2018-11-26,27,204,1,NOV,2018
2018-11-27,41,259,1,NOV,2018
2018-11-29,149,621,4,NOV,2018
2018-11-30,182,1026,1,NOV,2018
2018-12-01,246,1050,1,DEC,2018
2018-12-03,38,155,1,DEC,2018
2018-12-06,22,118,1,DEC,2018
2018-12-07,29,205,1,DEC,2018
2018-12-10,38,210,1,DEC,2018
2018-12-11,149,780,2,DEC,2018
2018-12-12,24,115,1,DEC,2018
2018-12-13,28,147,1,DEC,2018
2018-12-14,23,94,1,DEC,2018
2018-12-17,65,347,4,DEC,2018
2018-12-18,42,156,1,DEC,2018
2018-12-19,399,1982,1,DEC,2018
2018-12-20,45,320,2,DEC,2018
2018-12-21,2,8,1,DEC,2018
2018-12-22,119,619,1,DEC,2018
2018-12-23,190,1287,1,DEC,2018
2018-12-24,267,1621,2,DEC,2018
2018-12-25,831,4475,5,DEC,2018
2018-12-31,412,2606,2,DEC,2018
2019-01-01,42,282,1,JAN,2019
2019-01-03,210,1279,1,JAN,2019
2019-01-06,226,1472,1,JAN,2019
2019-01-15,240,1599,1,JAN,2019
2019-01-22,219,1373,1,JAN,2019
2019-01-28,350,1601,1,JAN,2019
2019-02-02,261,1949,1,FEB,2019
2019-02-03,473,2407,1,FEB,2019
2019-02-15,619,2502,2,FEB,2019
2019-02-16,115,451,1,FEB,2019
2019-02-19,109,746,1,FEB,2019
2019-02-23,427,3042,1,FEB,2019
2019-03-04,210,1619,1,MAR,2019
2019-03-05,2,27,1,MAR,2019
2019-03-06,184,1276,1,MAR,2019
2019-03-14,215,1343,1,MAR,2019
2019-03-19,227,1670,1,MAR,2019
2019-03-20,232,1198,1,MAR,2019
2019-03-21,85,555,1,MAR,2019
2019-03-25,192,1213,1,MAR,2019
2019-03-29,224,1602,1,MAR,2019
2019-04-03,191,1462,1,APR,2019
2019-04-04,972,5988,6,APR,2019
2019-04-05,252,2156,1,APR,2019
2019-04-08,300,1906,1,APR,2019
2019-04-09,69,685,1,APR,2019
2019-04-10,565,4371,1,APR,2019
2019-04-13,461,3200,1,APR,2019
2019-04-14,589,3198,1,APR,2019
2019-04-21,539,4094,1,APR,2019
2019-05-02,397,4146,1,MAY,2019
2019-05-04,758,6777,1,MAY,2019
2019-05-09,547,6775,1,MAY,2019
2019-05-17,138904,475322,1,MAY,2019
2019-05-21,2117,13386,1,MAY,2019
2019-06-14,1072,10204,1,JUN,2019
2019-06-20,702,7323,2,JUN,2019
2019-06-28,672,7445,1,JUN,2019
2019-07-22,910,8505,1,JUL,2019
2019-08-06,292,2031,1,AUG,2019
2019-08-08,471,4103,1,AUG,2019
2019-08-14,4,19,1,AUG,2019
2019-08-19,49,337,1,AUG,2019
2019-08-20,475,4528,2,AUG,2019
2019-08-25,69,570,1,AUG,2019
2019-08-26,269,2420,1,AUG,2019
2019-08-30,264,1691,1,AUG,2019
2019-09-02,387,3667,1,SEP,2019
2019-09-14,354,3629,1,SEP,2019
2019-09-23,361,3501,1,SEP,2019
2019-09-30,288,2933,1,SEP,2019
2019-10-06,318,2997,1,OCT,2019
2019-10-16,76,630,1,OCT,2019
2019-10-23,273,2081,1,OCT,2019
2019-10-28,239,1857,2,OCT,2019
2019-10-29,277,2173,1,OCT,2019
2019-10-30,184,1411,2,OCT,2019
2019-10-31,324,2861,3,OCT,2019
2019-11-23,397,4009,1,NOV,2019
2019-11-27,280,2180,1,NOV,2019
2019-11-28,153,1196,2,NOV,2019
2019-11-29,114,1173,5,NOV,2019
2019-11-30,0,1,1,NOV,2019
2019-12-01,4,13,1,DEC,2019
2019-12-02,3556,16553,1,DEC,2019
2019-12-05,91,371,1,DEC,2019
2019-12-08,333,2499,1,DEC,2019
2019-12-11,66,288,1,DEC,2019
2019-12-12,75,495,1,DEC,2019
2019-12-13,193,1268,1,DEC,2019
2019-12-16,55,348,1,DEC,2019
2019-12-21,393,2866,1,DEC,2019
2019-12-24,188,1325,1,DEC,2019
2019-12-25,297,2135,2,DEC,2019
2020-01-07,230,2172,1,JAN,2020
2020-01-19,344,3278,1,JAN,2020
2020-01-24,534,2979,1,JAN,2020
2020-02-01,127,849,2,FEB,2020
2020-02-11,227,2601,1,FEB,2020
2020-02-14,530,2487,5,FEB,2020
2020-02-17,165,1397,1,FEB,2020
2020-02-19,326,2552,1,FEB,2020
2020-02-21,192,1928,1,FEB,2020
2020-02-28,293,2797,1,FEB,2020
2020-03-01,105,711,3,MAR,2020
2020-03-24,397,1829,1,MAR,2020
2020-03-30,266,2418,1,MAR,2020
2020-04-08,95,573,2,APR,2020
2020-04-11,221,1806,1,APR,2020
2020-04-12,354,2178,1,APR,2020
2020-04-18,258,2624,1,APR,2020
2020-04-20,204,1392,1,APR,2020
2020-04-29,290,2634,1,APR,2020
2020-05-04,347,2164,1,MAY,2020
2020-05-05,235,1928,1,MAY,2020
2020-05-11,284,2390,1,MAY,2020
